id,palavra,resposta
2145386493,VTRCOMOFACO ,null
4290772987,null,1262
2147401726,MAI ,null
4294803453,null,60
2147418108,CAIU ,null
4294836217,null,180
4294836218,null,1262
2147418109,SEND ,null
4294836219,null,180
4294836220,null,158
2147418110,MEN ,null
2147471358,CONT ,null
4294942718,null,564
2147473134,SEMPR ,null
4294946269,null,420
2147473406,LOG ,null
4294946813,null,564
2147474302,ESPER ,null
4294948605,null,218
2147474430,SENH ,null
4294948861,null,71
2147475445,PORQU ,null
4294950891,null,420
2147475446,CONECT ,null
4294950893,null,564
2147475451,VINCUL ,null
4294950903,null,218
4294950904,null,162
2147475452,PAGU ,null
4294950905,null,162
4294950906,null,564
2147475453,POP ,null
4294950907,null,420
2147475454,FORA ,null
4294950909,null,564
2147482622,NAS ,null
4294965245,null,1040
2147483518,NAO ,null
2147483570,FORC ,null
4294967141,null,1123
4294967142,null,180
2147483574,ASSINAT ,null
4294967149,null,180
2147483582,CONTROL ,null
4294967165,null,218
2147483597,CUR ,null
4294967195,null,5
4294967196,null,218
2147483598,ASSINAT ,null
4294967197,null,69
4294967198,null,248
2147483606,PROVED ,null
4294967213,null,479
2147483614,AUTOM ,null
4294967229,null,358
2147483629,VTRCOMOFACO ,null
4294967259,null,358
2147483636,RESPOST ,null
4294967273,null,1093
4294967274,null,1074
2147483637,PUTTY ,null
4294967275,null,477
4294967276,null,1138
2147483638,LOG ,null
4294967277,null,582
2147483643,VTRUM ,null
4294967287,null,169
4294967288,null,154
2147483644,FOI ,null
4294967289,null,162
2147483645,CARREG ,null
4294967291,null,35
4294967292,null,218
2147483646,ATEND ,null
3758096366,TEM ,null
7516192733,null,180
3758096382,AUTOM ,null
7516192765,null,358
4160749566,PENDENT ,null
8321499133,null,162
4286545918,PENDENT ,null
8573091837,null,162
4286570494,VTRUM ,null
8573140989,null,1306
4286577662,DUPLIC ,null
8573155325,null,180
4286578174,PENDENC ,null
8573156349,null,456
8573156350,null,358
4286578682,PODER ,null
8573157365,null,112
4286578684,ACONTEC ,null
8573157369,null,180
8573157370,null,162
4286578686,POR ,null
4290772988,CART ,null
8581545977,null,1262
4294803454,DESBLOQUEI ,null
8589606909,null,154
4294836221,QUEST ,null
8589672443,null,126
8589672444,null,456
4294836222,ESCLAREC ,null
4294942717,EST ,null
8589885435,null,564
8589885436,null,248
4294946270,RESTRIT ,null
8589892541,null,162
4294946814,HOSPED ,null
8589893629,null,420
4294948606,LER ,null
8589897213,null,416
4294948862,LIST ,null
8589897725,null,420
4294950892,APAREC ,null
4294950894,BLOQUEAD ,null
8589901789,null,564
4294950908,IMAP ,null
4294950910,PAROU ,null
8589901821,null,564
4294965246,APAG ,null
8589930493,null,1107
8589930494,null,1112
4294967037,FORA ,null
8589934075,null,593
8589934076,null,248
4294967038,VIRT ,null
8589934077,null,398
4294967150,TER ,null
8589934301,null,180
4294967166,CREDIT ,null
4294967214,MESM ,null
8589934429,null,119
4294967230,TEM ,null
8589934461,null,5
4294967260,VTRSABER ,null
8589934521,null,1262
4294967278,JA ,null
4294967290,IMPRIM ,null
8589934581,null,1306
4294967293,UOL ,null
4294967294,COMPR ,null
7516192734,VEND ,null
15032385469,null,1262
15032385470,null,218
7516192766,EFETUAD ,null
15032385533,null,358
8321499134,VTRQUALVALOR ,null
16642998269,null,180
8573091838,PENDENC ,null
17146183677,null,180
8573140990,VTRBLTVENCER ,null
17146281981,null,1306
8573155326,VTRCOMOFACO ,null
17146310653,null,154
8573157366,DATA ,null
17146314734,null,358
8573157373,SERVIC ,null
8573157374,ESPER ,null
17146314749,null,162
8581545978,POSSIVEL ,null
17163091957,null,1262
17163091958,null,398
8589606910,QUE ,null
8589672445,DES ,null
17179344891,null,180
17179344892,null,158
8589672446,ASSINAT ,null
8589892542,DEBITAD ,null
17179785085,null,162
8589893630,CONFIGUR ,null
8589897214,MEM ,null
17179794429,null,420
8589897726,PAGUESEGUR ,null
17179795453,null,1262
8589901785,VTRTROCAR ,null
17179803571,null,71
8589901786,ENVI ,null
17179803573,null,420
8589901790,PORQU ,null
8589901817,MOZILL ,null
17179803635,null,427
8589901818,VTRMEU ,null
8589901822,FALH ,null
17179803645,null,564
8589934078,RECEB ,null
17179868157,null,1262
8589934302,VTRCANCELA ,null
17179868605,null,69
8589934333,VTRCOMOFACO ,null
17179868667,null,358
8589934334,DISPONIVEL ,null
8589934430,ISSO ,null
17179868861,null,470
8589934462,FORA ,null
17179868925,null,218
8589934522,AJUD ,null
17179869045,null,1262
17179869046,null,358
8589934557,COMP ,null
17179869115,null,162
17179869116,null,358
8589934558,ENTR ,null
8589934582,LIQUID ,null
17179869165,null,169
17179869166,null,180
8589934587,ASSISTENC ,null
17179869175,null,1227
17179869176,null,218
8589934588,OU ,null
8589934589,FIZ ,null
8589934590,RAZA ,null
17179869181,null,218
15032385534,ASS ,null
30064771069,null,209
16642998270,TIVE ,null
33285996541,null,5
17146183678,VTRTROCAR ,null
34292367357,null,358
34292367358,null,1306
17146281982,PRECIL ,null
34292563965,null,1306
17146310654,ACAB ,null
34292621309,null,162
17146314733,HOSPED ,null
34292629467,null,358
34292629468,null,182
17146314747,NEGOCI ,null
34292629495,null,154
34292629496,null,162
17146314748,FAV ,null
34292629497,null,1306
17146314750,FOI ,null
17179213821,DEMOR ,null
34358427643,null,1262
34358427644,null,180
17179213822,PORQU ,null
34358427645,null,158
17179344893,AJUST ,null
34358689787,null,456
17179344894,TRANSFERENC ,null
34358689789,null,1262
17179785086,AO ,null
34359570173,null,420
17179787261,PRECIL ,null
34359574523,null,420
34359574524,null,430
17179787262,ABRIR ,null
34359574525,null,564
17179794430,CADASTR ,null
34359588861,null,1262
34359588862,null,430
17179795454,ATIV ,null
34359590909,null,1262
34359590910,null,564
17179803572,CONFIRM ,null
34359607145,null,1262
34359607146,null,564
17179803574,ABRIND ,null
34359607149,null,420
17179803581,ADICON ,null
34359607163,null,162
17179803582,BLOQU ,null
17179803636,VTRCOMOFACO ,null
34359607273,null,430
34359607274,null,461
17179803637,ANDROID ,null
34359607275,null,430
17179803638,VTRENVIAR ,null
34359607277,null,414
17179803646,DIFICULD ,null
34359607293,null,564
17179868158,ESTORN ,null
34359736317,null,5
17179868606,PENDENC ,null
34359737213,null,180
17179868668,MUDE ,null
34359737337,null,1262
34359737338,null,218
17179868669,VTRNAOQUERO ,null
34359737339,null,480
34359737340,null,218
17179868670,TENH ,null
17179868862,VTRCOMOFACO ,null
34359737726,null,69
17179868926,CONF ,null
34359737853,null,218
17179869117,TIRE ,null
34359738235,null,154
34359738236,null,603
17179869118,ATEND ,null
17179869177,ELETRON ,null
34359738355,null,603
34359738356,null,176
17179869178,FAL ,null
34359738357,null,176
17179869179,MAI ,null
34359738359,null,218
34359738360,null,1262
17179869180,MAQUINET ,null
34359738361,null,1262
17179869182,MENSAL ,null
30064771070,SOBR ,null
60129542141,null,180
33285996542,VTRNAOFOI ,null
66571993085,null,156
34292563966,FAV ,null
68585127933,null,1306
34292621310,MENSAL ,null
68585242621,null,1306
34292629498,VTRNAOCONSIGO ,null
68585258997,null,389
68585258998,null,218
34292629501,VTRUM ,null
68585259003,null,180
34292629502,VTRBLTVENCER ,null
34358427646,HOSPED ,null
68716855293,null,162
68716855294,null,1309
34358689788,VTRMEU ,null
68717379578,null,180
34358689790,RECONHEC ,null
68717379581,null,158
34359570174,PRECIL ,null
68719140349,null,420
68719140350,null,564
34359574526,CRI ,null
34359607150,SEND ,null
68719214301,null,420
34359607164,CONT ,null
68719214329,null,420
34359607165,VTRCOMOFACO ,null
68719214331,null,1306
68719214332,null,420
34359607166,RUIM ,null
68719214333,null,564
34359607276,VTRCOMOFACO ,null
68719214553,null,420
34359607278,HOST ,null
68719214557,null,420
34359607294,ESTE ,null
68719214589,null,564
34359736318,RESTITU ,null
68719472637,null,218
34359737214,BOLET ,null
68719474429,null,154
34359737341,CONTRAT ,null
68719474683,null,180
34359737342,INTERNET ,null
34359737725,HOSPED ,null
68719475451,null,571
68719475452,null,69
34359737854,TARJ ,null
68719475709,null,218
34359738237,FONE ,null
68719476475,null,351
68719476476,null,176
34359738238,ESTE ,null
34359738358,AGOR ,null
34359738362,EFETU ,null
68719476725,null,1262
34359738365,VTRTROCAR ,null
68719476731,null,112
34359738366,ORIG ,null
68719476733,null,218
60129542142,DUPLIC ,null
120259084285,null,180
66571993086,COMP ,null
133143986173,null,162
68585127934,FORM ,null
137170255869,null,1306
68585242622,DOS ,null
137170485245,null,154
68585259004,HOSPED ,null
137170518009,null,162
68585259005,DADO ,null
137170518011,null,358
137170518012,null,1306
68585259006,VENC ,null
68717379577,PLAN ,null
137434759155,null,180
68717379582,QASNUMERO ,null
68719149053,ASSINAT ,null
137438298107,null,247
137438298108,null,414
68719149054,ASSINAT ,null
137438298109,null,502
68719214302,DEVID ,null
137438428605,null,564
68719214330,AR ,null
137438428661,null,569
137438428662,null,564
68719214334,LENT ,null
137438428669,null,1026
68719214554,IPHON ,null
137438429109,null,430
68719214558,NAO ,null
137438429117,null,420
68719214590,BOLET ,null
68719472638,VTRCANCELA ,null
137438945277,null,69
68719474430,SUSPEM ,null
137438948861,null,180
68719474684,DUA ,null
137438949369,null,180
68719474685,ACES ,null
68719474686,ACES ,null
68719475710,COBR ,null
137438951422,null,69
68719476477,CORREI ,null
137438952955,null,156
137438952956,null,154
68719476478,APEN ,null
137438952957,null,112
68719476717,PODER ,null
137438953435,null,603
137438953436,null,176
68719476718,NUMER ,null
68719476726,VTRSABER ,null
137438953453,null,1262
68719476732,PAG ,null
68719476734,MSSQL ,null
137438953469,null,218
120259084286,AQUI ,null
240518168573,null,180
133143986174,VENC ,null
266287972349,null,169
137170255870,VTRCOMOFACO ,null
274340511741,null,1306
137170485246,VTRCONTA ,null
137170518010,AGOR ,null
274341036021,null,218
274341036022,null,180
137170518013,SER ,null
274341036027,null,218
274341036028,null,154
137170518014,COMP ,null
274341036029,null,162
137434759156,DIMINU ,null
274869518313,null,456
137434759165,DOMINI ,null
274869518331,null,158
137434759166,MENSAL ,null
137438298110,CADASTR ,null
137438428606,FINAL ,null
274876857213,null,420
137438428670,SEI ,null
274876857341,null,69
137438429110,VTRREVENDA ,null
274876858221,null,1079
137438429118,FACO ,null
274876858237,null,420
137438429181,HOJE ,null
137438429182,VOLT ,null
137438945278,BLOQU ,null
274877890557,null,218
137438948862,EXECUT ,null
274877897725,null,218
137438949370,VTRCANCELA ,null
274877898741,null,69
137438949371,EXPLOR ,null
274877898743,null,1008
274877898744,null,162
137438949372,BEM ,null
274877898745,null,459
274877898746,null,218
137438949373,FAZ ,null
274877898747,null,218
137438949374,FUNC ,null
137438951421,CUR ,null
274877902843,null,65
274877902844,null,69
137438952958,CONECT ,null
274877905917,null,1138
137438953437,ATRAV ,null
274877906875,null,218
274877906876,null,351
137438953438,TENH ,null
137438953454,CANCELAD ,null
274877906909,null,1262
137438953465,PLAN ,null
274877906931,null,456
137438953466,MES ,null
274877906933,null,180
137438953470,CLIQU ,null
274877906941,null,218
240518168574,MES ,null
481036337149,null,180
266287972350,VAL ,null
532575944701,null,180
274340511742,NOVO ,null
548681023485,null,1306
274340970493,USAND ,null
548681940987,null,351
548681940988,null,162
274340970494,ABERT ,null
548681940989,null,180
548681940990,null,1306
274341036030,ESTOU ,null
274869518314,DUVID ,null
549739036629,null,158
274869518332,100K ,null
549739036665,null,158
274869518333,HOSPED ,null
549739036667,null,358
274869518334,VTRPRAZO ,null
549739036669,null,1262
274876596221,OFFIC ,null
549753192443,null,1263
549753192444,null,71
274876596222,REALIZ ,null
549753192445,null,420
549753192446,null,564
274876857214,UOL ,null
549753714429,null,564
274876857342,COBR ,null
549753714685,null,180
274876858222,MICROSOFT ,null
549753716445,null,420
274876858238,ALTER ,null
549753716477,null,420
274876858363,AGOR ,null
549753716727,null,180
549753716728,null,162
274876858364,ATRAV ,null
549753716729,null,122
274876858365,FUNCION ,null
549753716731,null,162
549753716732,null,564
274876858366,NAO ,null
274877890558,SAC ,null
274877897726,VTRNAOQUERO ,null
549755795453,null,69
274877898742,SERVIC ,null
549755797485,null,180
274877898748,ASSIST ,null
549755797497,null,35
274877898749,VTRSABER ,null
549755797499,null,1262
549755797500,null,218
274877898750,BEM ,null
549755797501,null,218
274877905918,DEPOSIT ,null
549755811837,null,218
274877906877,RESPOST ,null
549755813755,null,602
549755813756,null,1211
274877906878,VTRCOMOFACO ,null
549755813757,null,218
274877906910,AIND ,null
274877906932,BOLET ,null
549755813865,null,112
549755813866,null,154
274877906934,DUA ,null
549755813869,null,180
274877906942,PAGU ,null
481036337150,COMPROV ,null
962072674301,null,180
532575944702,PROCUR ,null
1065151889405,null,218
548681023486,AO ,null
1097362046973,null,1306
548682072061,VTRCONTA ,null
1097364144123,null,162
1097364144124,null,180
548682072062,SEM ,null
1097364144125,null,180
549739036630,NOTE ,null
1099478073261,null,180
1099478073262,null,456
549739036666,CREDIT ,null
1099478073333,null,158
549739036668,VEIO ,null
1099478073337,null,1306
549739036670,ESTORN ,null
1099478073341,null,5
549753714430,COBR ,null
1099507428861,null,161
549753714686,PRE ,null
1099507429373,null,564
549753716446,GMAIL ,null
1099507432893,null,430
549753716478,GRUP ,null
1099507432957,null,420
549753716730,ENVIAR ,null
1099507433461,null,154
549753716733,VTRUM ,null
549753716734,VTRTROCAR ,null
549755781117,TEM ,null
1099511562235,null,1262
1099511562236,null,398
549755781118,REAV ,null
1099511562237,null,5
549755795454,BOA ,null
1099511590909,null,71
549755797486,VEIO ,null
1099511594973,null,180
549755797498,AGOR ,null
1099511594997,null,218
549755797502,APAG ,null
1099511595005,null,218
549755811838,REATIV ,null
1099511623677,null,154
549755813758,AUTOM ,null
1099511627517,null,603
549755813821,CONFIRMAD ,null
1099511627643,null,162
1099511627644,null,1262
549755813822,ESTORN ,null
1099511627645,null,5
549755813870,QASNUMERO ,null
1099511627741,null,180
549755813885,JA ,null
549755813886,DEVOLUC ,null
1099511627773,null,218
962072674302,DEZEMBR ,null
1924145348605,null,180
1065151889406,AUTOM ,null
2130303778813,null,358
1097362046974,SERV ,null
2194724093949,null,1306
1097364144126,ATRA ,null
1099478073334,QUE ,null
1099478073338,PAGO ,null
1099478073342,TENH ,null
1099507428862,CRI ,null
2199014857725,null,414
1099507429374,PROFIL ,null
2199014858749,null,1530
1099507432894,PROFIL ,null
1099507432958,AO ,null
2199014865917,null,420
1099507433462,DESBLOQUEI ,null
2199014866925,null,162
1099507433467,TENH ,null
2199014866935,null,71
1099507433468,USAR ,null
1099507433469,VTRUM ,null
1099507433470,VTRCANCELA ,null
1099511562238,CADASTR ,null
2199023124477,null,71
1099511590910,PLAN ,null
2199023181821,null,113
1099511594974,FORA ,null
2199023189949,null,180
1099511594998,EXEMPL ,null
2199023189997,null,459
1099511595006,VTRSABER ,null
1099511623678,VTRPAIS ,null
2199023247357,null,218
1099511627518,HA ,null
2199023255037,null,351
1099511627646,VTRUOLCLOUD ,null
2199023255293,null,1126
1099511627742,VTRSABER ,null
1099511627771,TENH ,null
2199023255544,null,162
1099511627772,AIND ,null
2199023255545,null,162
1099511627774,MAXIM ,null
2199023255549,null,218
1924145348606,RELAC ,null
3848290697213,null,180
2130303778814,NEGOCI ,null
2194724093950,SUPORT ,null
4389448187901,null,1306
4389448187902,null,1577
2194728288253,VEJO ,null
4389456576507,null,180
4389456576508,null,154
2194728288254,VOCE ,null
4389456576509,null,162
2198956146669,AIND ,null
4397912293339,null,1262
2198956146670,NAO ,null
2198956146677,AO ,null
4397912293355,null,456
4397912293356,null,180
2198956146678,VTRCOMOFACO ,null
4397912293357,null,456
2198956146685,MAS ,null
4397912293371,null,218
4397912293372,null,1262
2198956146686,SEM ,null
4397912293373,null,158
2199014857726,SITE ,null
4398029715453,null,420
2199014858750,ALTER ,null
4398029717501,null,71
2199014865789,ESTOU ,null
4398029731579,null,430
4398029731580,null,414
2199014865790,AJUD ,null
4398029731581,null,420
2199014865918,EXTERN ,null
4398029731837,null,420
2199014866926,ATRA ,null
4398029733853,null,154
4398029733854,null,1306
2199014866936,CRI ,null
4398029733873,null,247
2199014866937,CADASTR ,null
4398029733875,null,71
2199014866938,AIND ,null
2199014866939,GRUP ,null
4398029733879,null,1051
2199014866940,UOL ,null
2199014866941,GRUP ,null
4398029733883,null,1059
2199014866942,DIREIT ,null
4398029733885,null,247
2199023124478,ABSURD ,null
4398046248957,null,248
4398046248958,null,218
2199023181822,CONTRAT ,null
4398046363645,null,180
2199023189950,VOU ,null
4398046379901,null,69
2199023189998,SMS ,null
4398046379997,null,1262
4398046379998,null,1064
2199023190013,PENDENC ,null
4398046380027,null,180
2199023190014,SIM ,null
4398046380029,null,218
2199023247358,SOBR ,null
4398046494717,null,158
2199023255038,TELEFON ,null
4398046510077,null,351
2199023255294,MINIMAZINH ,null
4398046510589,null,1262
2199023255485,DESCONT ,null
4398046510971,null,456
4398046510972,null,180
2199023255486,ATRA ,null
2199023255543,AIND ,null
4398046511087,null,162
2199023255546,MAS ,null
4398046511093,null,162
2199023255550,AGUENT ,null
4398046511101,null,248
3848290697214,VIND ,null
7696581394429,null,180
4260607557629,NOME ,null
